"1";"sloppier_r";"0";"25";"0";"0";"0";"0";"0";"0";"0";"0";"1325344339";"fr"
"2";"serpent849";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1325374682";"fi"
"3";"hyrulehippie";"0";"0";"24";"0";"0";"0";"0";"0";"0";"0";"1325374802";"jp"
"4";"serpent849";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1325375461";"fi"
"5";"HolySt4r";"0";"35";"0";"0";"0";"0";"0";"0";"0";"0";"1325377442";"jp"
"6";"serpent849";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1325378822";"de"
"7";"HolySt4r";"0";"45";"0";"0";"0";"0";"0";"0";"0";"0";"1325379602";"jp"
"8";"serpent849";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1325379662";"es"
"9";"HolySt4r";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1325380502";"jp"
"10";"hanikamiya";"68";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1325381102";"en"
"11";"revenantkioku";"0";"33";"0";"0";"0";"0";"0";"0";"0";"0";"1325384582";"jp"
"15";"hanikamiya";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"1325387282";"jp"
"14";"JapanNewbie";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1325386682";"jp"
"16";"JapanNewbie";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1325388302";"jp"
"17";"serpent849";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"1325392442";"de"
"18";"JapanNewbie";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1325392982";"jp"
"19";"cryptica42";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1325393882";"jp"
"20";"serpent849";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1325394542";"es"
"21";"serpent849";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1325394542";"es"
"22";"serpent849";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1325396702";"de"
"23";"serpent849";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1325396702";"fi"
"24";"hanikamiya";"0";"170";"0";"0";"0";"0";"0";"0";"0";"0";"1325397002";"jp"
