"1";"SheepyAU";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0000-00-00 00:00:00"
"2";"tummai";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"3";"tummai";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"4";"SheepyAU";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0000-00-00 00:00:00"
"5";"SheepyAU";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0000-00-00 00:00:00"
"6";"revenantkioku";"0";"50";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"7";"zhongruige";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0000-00-00 00:00:00"
"8";"zhongruige";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0000-00-00 00:00:00"
"9";"revenantkioku";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"10";"SheepyAU";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0000-00-00 00:00:00"
"11";"SheepyAU";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0000-00-00 00:00:00"
"12";"aiorral";"0";"44";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"13";"MrsMalone_emmie";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"14";"nac_est";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"15";"Little_strokes";"0";"0";"0";"0";"204";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"16";"MrsMalone_emmie";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"17";"Little_strokes";"0";"0";"0";"0";"559";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"18";"Seizar86";"0";"0";"0";"0";"437";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"19";"revenantkioku";"0";"91";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"20";"Little_strokes";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"21";"jimjamjeniko";"0";"0";"0";"0";"223";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"22";"tummai";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0000-00-00 00:00:00"
"23";"IvanMeredith";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"24";"jamesnowonline";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"25";"fahadalassiry";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"26";"fahadalassiry";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"27";"fahadalassiry";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"28";"fahadalassiry";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"29";"fahadalassiry";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"30";"fahadalassiry";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"31";"fahadalassiry";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"32";"fahadalassiry";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"33";"fahadalassiry";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"34";"fahadalassiry";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"35";"fahadalassiry";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"36";"fahadalassiry";"24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"37";"fahadalassiry";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"38";"fahadalassiry";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"39";"fahadalassiry";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"40";"fahadalassiry";"32";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"41";"fahadalassiry";"34";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"42";"fahadalassiry";"36";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"43";"fahadalassiry";"38";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"44";"fahadalassiry";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"45";"fahadalassiry";"42";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"46";"fahadalassiry";"44";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"47";"fahadalassiry";"46";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"48";"fahadalassiry";"48";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"49";"jimjamjeniko";"0";"69";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"50";"jamesnowonline";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"51";"fahadalassiry";"50";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"52";"jimjamjeniko";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"53";"jamesnowonline";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"54";"jimjamjeniko";"0";"138";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"55";"Seizar86";"0";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"56";"Seizar86";"13.5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"57";"tummai";"0";"34";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"58";"danchanman";"0";"38";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"59";"jimjamjeniko";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"60";"jamesnowonline";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"61";"jamesnowonline";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"64";"IvanMeredith";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"65";"jamesnowonline";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"66";"zhongruige";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0000-00-00 00:00:00"
"67";"KSaiydT";"0";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"68";"tummai";"0";"90";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"69";"danchanman";"0";"167";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"70";"zhongruige";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0000-00-00 00:00:00"
"71";"qqkachoojp";"0";"0";"0";"0";"121";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"72";"IvanMeredith";"0";"50";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"73";"revenantkioku";"0";"121";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"74";"tummai";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"75";"KSaiydT";"0";"42";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"76";"jyemenai";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"77";"emilyrct";"0";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"78";"loafyi";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
"79";"emilyrct";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0000-00-00 00:00:00"
"80";"funshinefirefly";"0";"0";"0";"0";"0";"0";"34";"0";"0";"0";"0000-00-00 00:00:00"
"81";"ImaginaryJapan";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0000-00-00 00:00:00"
"82";"jyemenai";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0000-00-00 00:00:00"
